Current Test: datasets\c4p3.txt
Current Gen	| Free space (%) | Misfits | Chromosome (X, Y)
0			  4.61111					3			(13), (31), (26), (34), (7), (37), (46), (10), (12), (4), (35), (24), (6), (29), (30), (9), (45), (43), (36), (27), (25), (32), (0), (22), (1), (18), (42), (40), (28), (16), (2), (8), (21), (39), (5), (19), (41), (20), (33), (17), (38), (11), (15), (3), (48), (47), (23), (14), (44), 
4			  3.75					2			(13), (31), (47), (34), (7), (37), (46), (10), (12), (4), (35), (24), (6), (29), (30), (9), (44), (43), (36), (27), (25), (32), (0), (22), (1), (18), (42), (40), (28), (16), (2), (8), (21), (39), (5), (19), (41), (20), (33), (17), (38), (11), (15), (3), (48), (26), (23), (14), (45), 
14			  3.30556					2			(3), (31), (47), (34), (7), (37), (46), (10), (12), (4), (35), (24), (6), (29), (30), (2), (44), (43), (36), (27), (25), (32), (0), (17), (1), (18), (42), (40), (28), (16), (9), (8), (21), (39), (5), (19), (41), (20), (13), (22), (38), (11), (15), (33), (48), (26), (23), (45), (14), 
16			  3.22222					2			(3), (31), (47), (34), (7), (37), (46), (10), (12), (4), (35), (24), (6), (29), (30), (2), (18), (43), (36), (27), (25), (32), (0), (17), (1), (44), (42), (40), (28), (16), (9), (8), (21), (39), (5), (19), (41), (20), (13), (22), (38), (11), (15), (33), (48), (45), (23), (26), (14), 
24			  2.61111					2			(3), (31), (47), (34), (7), (37), (46), (10), (12), (4), (35), (24), (6), (29), (30), (2), (18), (43), (39), (27), (25), (32), (0), (17), (1), (44), (42), (40), (28), (16), (9), (8), (21), (36), (5), (19), (11), (41), (13), (23), (20), (38), (22), (33), (48), (45), (15), (26), (14), 
60			  2.52778					2			(32), (31), (2), (34), (7), (37), (46), (10), (12), (4), (35), (6), (19), (22), (30), (9), (18), (43), (27), (39), (25), (1), (0), (28), (3), (48), (5), (40), (17), (15), (44), (8), (38), (36), (33), (24), (11), (41), (13), (23), (45), (42), (26), (14), (47), (21), (16), (29), (20), 
168			  2.19444					2			(3), (31), (2), (34), (7), (21), (46), (18), (12), (4), (0), (32), (6), (9), (30), (43), (8), (35), (37), (14), (26), (39), (24), (1), (5), (25), (40), (29), (48), (20), (41), (11), (36), (44), (16), (22), (15), (28), (13), (23), (19), (45), (17), (27), (47), (42), (38), (10), (33), 
174			  2					3			(32), (31), (2), (34), (7), (21), (18), (46), (12), (4), (0), (3), (6), (9), (30), (43), (8), (35), (37), (14), (26), (39), (20), (1), (5), (25), (40), (29), (48), (47), (41), (11), (36), (44), (16), (22), (15), (28), (13), (23), (19), (45), (17), (27), (24), (42), (38), (10), (33), 
226			  1.86111					2			(2), (19), (32), (34), (7), (22), (46), (38), (12), (4), (9), (3), (6), (30), (0), (20), (8), (35), (37), (43), (31), (39), (14), (1), (5), (25), (40), (16), (41), (11), (21), (47), (36), (29), (44), (48), (13), (28), (18), (23), (26), (10), (45), (27), (17), (33), (15), (24), (42), 
568			  1.77778					2			(26), (32), (2), (34), (7), (18), (16), (46), (21), (12), (4), (6), (0), (8), (9), (27), (30), (43), (35), (40), (37), (31), (38), (1), (15), (14), (39), (25), (22), (48), (5), (23), (41), (36), (47), (11), (13), (44), (28), (29), (19), (20), (42), (24), (33), (45), (10), (3), (17), 
572			  1.55556					2			(26), (32), (2), (34), (7), (18), (16), (46), (21), (12), (4), (6), (0), (9), (8), (27), (30), (43), (35), (40), (37), (31), (38), (1), (15), (14), (39), (25), (22), (48), (5), (23), (41), (36), (47), (11), (13), (44), (28), (29), (19), (20), (33), (24), (42), (45), (10), (3), (17), 
696			  1.22222					2			(9), (34), (19), (32), (7), (18), (20), (46), (11), (12), (4), (6), (0), (8), (30), (15), (43), (2), (35), (47), (40), (10), (37), (1), (21), (25), (39), (28), (5), (31), (33), (48), (41), (23), (36), (13), (44), (3), (45), (24), (27), (38), (16), (26), (42), (14), (29), (22), (17), 
726			  1					1			(9), (34), (19), (32), (7), (18), (16), (46), (11), (12), (4), (0), (6), (8), (30), (20), (43), (2), (35), (47), (39), (10), (37), (1), (21), (40), (25), (28), (5), (31), (48), (36), (41), (23), (27), (45), (44), (3), (13), (24), (33), (29), (15), (42), (26), (14), (38), (22), (17), 
7022			  0.666664					1			(31), (30), (7), (46), (35), (26), (12), (32), (2), (38), (11), (40), (23), (44), (37), (24), (4), (15), (45), (41), (22), (39), (10), (14), (9), (20), (28), (27), (5), (47), (13), (6), (48), (16), (36), (18), (19), (43), (0), (1), (3), (21), (25), (8), (42), (29), (34), (33), (17), 
7056			  0.555557					1			(31), (30), (7), (46), (26), (32), (12), (2), (35), (23), (34), (39), (38), (44), (45), (24), (22), (4), (37), (40), (33), (41), (10), (14), (9), (20), (28), (27), (5), (16), (13), (6), (48), (36), (47), (18), (19), (43), (3), (1), (8), (21), (25), (0), (42), (29), (11), (15), (17), 
7194			  0.444443					1			(30), (31), (7), (9), (26), (32), (34), (12), (46), (8), (23), (39), (10), (44), (0), (37), (4), (15), (45), (29), (18), (47), (41), (38), (40), (2), (28), (24), (5), (16), (13), (6), (36), (19), (43), (48), (33), (22), (20), (35), (1), (25), (21), (42), (11), (14), (17), (3), (27), 
7720			  0.388885					2			(19), (30), (7), (46), (12), (2), (31), (39), (29), (8), (37), (23), (44), (5), (0), (38), (18), (45), (47), (41), (24), (16), (40), (9), (10), (28), (17), (4), (11), (32), (26), (6), (36), (20), (43), (1), (25), (21), (48), (14), (13), (42), (34), (33), (3), (35), (27), (15), (22), 
7844			  0.222221					1			(30), (26), (7), (31), (2), (46), (12), (39), (16), (8), (37), (44), (23), (0), (38), (5), (18), (45), (47), (41), (32), (40), (9), (24), (34), (10), (28), (4), (11), (29), (6), (48), (36), (17), (43), (25), (35), (1), (19), (21), (42), (20), (14), (33), (3), (13), (27), (15), (22), 
13318			  0.166664					1			(30), (26), (7), (9), (45), (12), (46), (39), (31), (37), (35), (43), (21), (4), (20), (18), (0), (44), (19), (41), (2), (28), (16), (6), (40), (5), (32), (34), (15), (48), (23), (11), (29), (38), (33), (36), (13), (17), (47), (27), (10), (25), (1), (22), (24), (3), (8), (42), (14), 
20000			  0.166664					1			(30), (19), (7), (9), (45), (31), (37), (12), (29), (11), (46), (6), (43), (35), (0), (34), (5), (40), (41), (28), (38), (21), (22), (26), (48), (23), (2), (24), (4), (10), (13), (47), (39), (15), (36), (25), (18), (1), (20), (44), (27), (3), (8), (32), (42), (16), (17), (33), (14), 
